id,term, knowledge area
6383,LINGUISTIC FEATURES,MAT
6384,LINK CONTROL PROTOCOL  LCP ,PLS
6385,LINK ENCRYPTION,NS
6386,LINK LAYER,NS
6387,LINK LAYER SECURITY,NS
6388,LINK QUALITY METRIC,CPS
6389,LINK STATE ROUTING PROTOCOL,NS
6390,LINT,FM
6391,LINUX,F;OSV;MAT;AAA;SO
6392,LINUX KERNEL,F
6393,LISP,FM
6394,LIST FOLDER READ DATA PERMISSION,OSV
6395,LISTEN TO THE VOICE OF USER,SSL
6396,LITECOIN,HS
6397,LITIGANT,LR
6398,LITMUS TEST,F
6399,LIVE ENVIRONMENT,MAT
6400,LIVENESS DETECTION,DSS;AAA
6401,LIVENESS PROPERTIES,FM
6402,LLC  LOGICAL LINK CONTROL ,NS
6403,LLVM,OSV;FM
6404,LNFINIBAND  IB ,CPS
6405,LOAD BALANCER,F;NS;DSS;WAM
6406,LOAD BALANCERS,WAM
6407,LOAD BALANCING,NS
6408,LOAD FOLLOWING,CPS
6409,LOAD MANAGEMENT,SO
6410,LOAD SHAPING,CPS
6411,LOAD SHEDDING,CPS
6412,LOAD ALTERING ATTACK,CPS
6413,LOAD ALTERING ATTACKS,CPS
6414,LOAD BYPASSING,FM
6415,LOAD FORWARDING,FM
6416,LOCAL AREA NETWORK,NS;LR;CPS
6417,LOCAL AREA NETWORK  LAN ,NS
6418,LOCAL AREA NETWORKS  LANS ,NS
6419,LOCAL FILE INCLUSION,WAM
6420,LOCAL NETWORK,LR;DSS;CPS;NS;AAA
6421,LOCAL OSCILLATOR,PLS
6422,LOCAL STORAGE,F;LR;WAM;SSL;SS
6423,LOCALHOST,SO
6424,LOCALISATION SYSTEM,PLS
6425,LOCALISED ECLIPSE ATTACKS,DSS
6426,LOCALIZED ERROR,SSL
6427,LOCATION AS BASIS FOR RECOVERY SITE SELECTION,SO
6428,LOCATION DATA,LR;CPS;POR;PLS;AC
6429,LOCATION INDEPENDENCE,LR
6430,LOCATION METADATA,POR
6431,LOCATION  BASED ACCESS CONTROL RESTRICTIONS,AAA
6432,LOCATION BASED SYSTEMS,HF;POR
6433,LOCK STEP,DSS
6434,LOCKING DISCIPLINE,SS
6435,LOG   MANAGEMENT,SO
6436,LOG   REVIEWS,SO
6437,LOG EVENT ENHANCED FORMAT,SO
6438,LOG FILE,F;WAM;SSL;NS;SO
6439,LOG FILES   CENTRALIZED LOGGING,SO
6440,LOG FILES   EVENT CORRELATION SYSTEMS,SO
6441,LOG FILES   EVENT DATA ANALYSIS,SO
6442,LOG FILES   EVENT SOURCE CONFIGURATION,SO
6443,LOG FILES   FULL PACKET CAPTURE,NS
6444,LOG FILES   HOST LOGS,SO
6445,LOG FILES   HOSTED SERVICES,SO
6446,LOG FILES   INCIDENT RESPONSE AND,SO
6447,LOG FILES   NETFLOW  CISCO ,SO
6448,LOG FILES   SFLOW,SO
6449,LOG IT !,SO
6450,LOG REVIEWS,SO
6451,LOG CENTRIC APPROACH,F
6452,LOG DISTANCE PATH LOSS,PLS
6453,LOG IN,LR;DSS;AB;WAM;MAT;AAA
6454,LOG IN FORM,AAA;WAM
6455,LOG OUT,AAA;WAM
6456,LOGGING,LR;HS;POR;OSV;SO;AC;F;DSS;SSL;NS;INTRO;AAA
6457,LOGGING AND AUDITING OF CHANGES,SO
6458,LOGGING POLICIES,POR
6459,LOGGING PROTOCOL,DSS
6460,LOGIC,HS
6461,LOGIC AND CIRCUIT LEVEL,HS
6462,LOGIC BOMBS,MAT
6463,LOGIC DEPTH,HS
6464,LOGIC GATES,HS
6465,LOGIC LEVEL,HS
6466,LOGICAL ACCESS CONTROLS,AAA
6467,LOGICAL ADDRESSES,NS
6468,LOGICAL AND PHYSICAL PLACEMENT OF NETWORK DEVICES,NS
6469,LOGICAL CONTROLS,SO
6470,LOGICAL DATA ACQUISITION,F
6471,LOGICAL EXPRESSIONS,FM;AAA
6472,LOGICAL LAYER,PLS
6473,LOGICAL NETWORK,AC
6474,LOGICAL REASONING,RMG
6475,LOGICAL SECURITY,SO
6476,LOGICAL STATEMENT,LR
6477,LOGICAL THEORY,FM
6478,LOGICAL VOLUME,F
6479,LOGICAL VOLUMES,F
6480,LOGICS AND SPECIFICATION LANGUAGES,FMS
6481,LOGISTIC SUPPORT TO INVESTIGATIONS,F
6482,LOGISTIC SYSTEM,CPS
6483,LOGISTICS APPLICATION,DSS
6484,LOGON LIMITATION,SO
6485,LOGS,AAA;SO
6486,LONG FILE EXTENSIONS,AB
6487,LONG TERM EVOLUTION,PLS
6488,LONG TERM MEMORY,HF
6489,LONG HAUL NETWORK DIVERSITY,NS;PLS
6490,LONG TERM THINKING,RMG;SO
6491,LONGLEY RIGBY SEARCH TOOL,FM
6492,LOOKUP ALGORITHM,DSS
6493,LOOKUP TABLE,C
6494,LOOPIX,POR
6495,LORA,SO
6496,LORA PROTOCOL,SO
6497,LOSSY,CPS
6498,LOW ORBIT ION CANNON,AB
6499,LOW PIN COUNT BUS,HS
6500,LOW PROBABILITY OF INTERCEPT,PLS
6501,LOW WATERMARK POLICIES,AAA
6502,LOW END DEVICES AND IOT,OSV
6503,LOW LATENCY,DSS;POR
6504,LOW LEVEL CODE,FMS
6505,LOW LEVEL CONTROL,CPS
6506,LOW PASS FILTER,CPS
6507,LOW POWER NETWORKING,OSV
6508,LOW SECURITY OBSERVATIONAL DETERMINISM,FM
6509,LOW SELECTIVITY QUERY,F
6510,LPI AND COVERT COMMUNICATION,PLS
6511,LUA  LEAST USER ACCESS ,SSL
6512,LUCKY THIRTEEN,NS
6513,MAC  MANDATORY ACCESS CONTROL ,AAA
6514,MAC  MEDIA ACCESS CONTROL ,C
6515,MAC  MESSAGE AUTHENTICATION CODE ,C
6516,MAC ADDRESS,LR;NS
6517,MAC FILTERS,C
6518,MAC LAYER INTERPRETATION,SO
6519,MAC SPOOFING,NS
6520,MAC THEN ENCRYPT,AC
6521,MACHINE CODE,C;FM
6522,MACHINE EMULATOR,MAT
6523,MACHINE LANGUAGE,AC;MAT
6524,MACHINE LEARNING,AC;HS;PLS;NS;POR;MAT;CPS;SS;AAA;SO;F
6525,MACHINE LEARNING ATTACKS,HS
6526,MACHINE LEARNING BASED TECHNIQUES,POR
6527,MACHINE LEARNING CLASSIFIER,POR;MAT
6528,MACHINE LEARNING COUNTERMEASURES,MAT
6529,MACHINE LEARNING FOR MALWARE DETECTION,SO
6530,MACHINE LEARNING BASED SECURITY ANALYTICS,MAT
6531,MACHINE READABLE,POR
6532,MACHINERY MALFUNCTION,AB
6533,MACRO VIRUS,MAT
6534,MACRO VIRUSES,MAT
6535,MACSEC  MEDIA ACCESS CONTROL SECURITY ,NS
6536,MAFIA FRAUD,PLS
6537,MAGNETIC CARD READERS,HS
6538,MAGNETIC DISKS,AC;OSV
6539,MAGNITUDE ERROR,PLS
6540,MAHALANOBIS DISTANCE,SO
6541,MAIL   TRANSFER AGENT  MTA ,WAM
6542,MAIL   USER AGENT  MUA ,WAM
6543,MAIL RELAY SERVER,NS
6544,MAIN MEMORY FORENSICS,F
6545,MAINFRAME,OSV
6546,MAINFRAMES,DSS
6547,MAINTAIN,RMG
6548,MAINTENANCE   SECURITY PLANS,SO
6549,MAINTENANCE   SECURITY PROCEDURES,SO
6550,MAINTENANCE   SYSTEM INVENTORY PROCESS,SO
6551,MAINTENANCE CHANNEL,SO
6552,MAINTENANCE FEE,LR
6553,MAINTENANCE HOOKS,MAT
6554,MAINTENANCE PHASE AUDITING,SSL
6555,MAINTENANCE PROCESS,SO
6556,MAKE K,SO
6557,MAKE K LOOP,SO
6558,MAKING CRYPTOGRAPHY INVISIBLE,AC
6559,MALCODE MALWARE   ADWARE,MAT
6560,MALCODE MALWARE   BOOT SECTOR VIRUSES,MAT
6561,MALCODE MALWARE   BOTNETS,MAT
6562,MALCODE MALWARE   BOTS,MAT
6563,MALCODE MALWARE   CIA TRIAD,MAT
6564,MALCODE MALWARE   CODECS HOSTILE,MAT
6565,MALCODE MALWARE   CONFIGURATION SYSTEM REQUIREMENTS,MAT
6566,MALCODE MALWARE   COTTONMOUTH,MAT;HS
6567,MALCODE MALWARE   COUNTERMEASURES   APPLICATION CODE,MAT
6568,MALCODE MALWARE   COUNTERMEASURES   BACKDOORS,MAT
6569,MALCODE MALWARE   COUNTERMEASURES   BUFFER OVERFLOW ATTACK,MAT
6570,MALCODE MALWARE   COUNTERMEASURES   CODE SIGNING,MAT
6571,MALCODE MALWARE   COUNTERMEASURES   COVER CHANNELS,MAT
6572,MALCODE MALWARE   COUNTERMEASURES   DIRECTORY TRAVERSAL,MAT
6573,MALCODE MALWARE   COUNTERMEASURES   LOGIC BOMBS,MAT
6574,MALCODE MALWARE   COUNTERMEASURES   POINTER OVERFLOW ATTACK,MAT
6575,MALCODE MALWARE   COUNTERMEASURES   SANDBOXING,MAT
6576,MALCODE MALWARE   COUNTERMEASURES   SCANNERS,MAT
6577,MALCODE MALWARE   COUNTERMEASURES   TROJANS,MAT
6578,MALCODE MALWARE   COUNTERMEASURES   VIRUSES,MAT
6579,MALCODE MALWARE   COUNTERMEASURES   WORMS,MAT
6580,MALCODE MALWARE   DETECTION SYSTEM REQUIREMENTS,MAT
6581,MALCODE MALWARE   DOUBLE FILE EXTENSIONS,MAT
6582,MALCODE MALWARE   DROPPERS,MAT
6583,MALCODE MALWARE   E MAIL,MAT
6584,MALCODE MALWARE   FAKE ICONS,MAT
6585,MALCODE MALWARE   FAKE RELATED EXTENSION,MAT
6586,MALCODE MALWARE   FEEDTROUGH,MAT;NS
6587,MALCODE MALWARE   FILE INFECTORS,MAT
6588,MALCODE MALWARE   INSIDER THREATS,AB
6589,MALCODE MALWARE   KEYLOGGERS,MAT
6590,MALCODE MALWARE   LOGIC BOMBS,MAT
6591,MALCODE MALWARE   LOGIC BOMBS   COUNTERMEASURES,MAT
6592,MALCODE MALWARE   LONG FILE EXTENSIONS,MAT
6593,MALCODE MALWARE   MACRO VIRUSES,MAT
6594,MALCODE MALWARE   MITIGATION,MAT
6595,MALCODE MALWARE   MITM  MAN IN THE MIDDLE ,MAT
6596,MALCODE MALWARE   NAMING   CARO LIKE STANDARDS,MAT
6597,MALCODE MALWARE   NAMING   CME,MAT
6598,MALCODE MALWARE   NAMING   CROSS REFERENCING,MAT
6599,MALCODE MALWARE   NAMING   PUBLIC MULTISCANNERS,MAT
6600,MALCODE MALWARE   NAMING   VGREP,MAT
6601,MALCODE MALWARE   PAYLOADS,MAT
6602,MALCODE MALWARE   PHISHING,AB
6603,MALCODE MALWARE   POC  PROOF OF CONCEPT ,MAT
6604,MALCODE MALWARE   POP UPS,WAM
6605,MALCODE MALWARE   RAR,MAT
6606,MALCODE MALWARE   SOCIAL ENGINEERING   BAITING,MAT
6607,MALCODE MALWARE   SOCIAL ENGINEERING   PHONE PHISHING,MAT
6608,MALCODE MALWARE   SOCIAL ENGINEERING   PRETEXTING,MAT
6609,MALCODE MALWARE   SOCIAL ENGINEERING   SET  SOCIAL ENGINEERING TOOLKIT ,AB
6610,MALCODE MALWARE   SOCIAL ENGINEERING   VISHING,MAT
6611,MALCODE MALWARE   SPAM,AB;WAM
6612,MALCODE MALWARE   SPOOFING,AB
6613,MALCODE MALWARE   SPYWARE,MAT
6614,MALCODE MALWARE   SYSTEM REQUIREMENTS,MAT
6615,MALCODE MALWARE   THIRD PARTY CERTIFICATIONS,MAT
6616,MALCODE MALWARE   TROJANS,MAT
6617,MALCODE MALWARE   TROJANS   BACKDOOR,MAT
6618,MALCODE MALWARE   TROJANS   COUNTERMEASURES,MAT
6619,MALCODE MALWARE   VECTORS,MAT
6620,MALCODE MALWARE   VIRUSES,MAT
6621,MALCODE MALWARE   VIRUSES   BOOT SECTOR VIRUSES,MAT
6622,MALCODE MALWARE   VIRUSES   COUNTERMEASURES,MAT
6623,MALCODE MALWARE   VIRUSES   MACRO VIRUSES,MAT
6624,MALCODE MALWARE   VIRUSES   POLYMORPHIC,MAT
6625,MALCODE MALWARE   WEB BASED ATTACKS,MAT
6626,MALCODE MALWARE   WEB BASED ATTACKS   APTS,WAM
6627,MALCODE MALWARE   WEB BASED ATTACKS   BEHAVIOR ANALYSIS,MAT
6628,MALCODE MALWARE   WEB BASED ATTACKS   BEHAVIORAL ANALYSIS,MAT
6629,MALCODE MALWARE   WEB BASED ATTACKS   BRUTE FORCE,MAT
6630,MALCODE MALWARE   WEB BASED ATTACKS   COUNTERMEASURES,MAT
6631,MALCODE MALWARE   WEB BASED ATTACKS   DEGRADED PERFORMANCE,SO;F
6632,MALCODE MALWARE   WEB BASED ATTACKS   DNS CHANGES AND,NS
6633,MALCODE MALWARE   WEB BASED ATTACKS   EXPLOITATION FRAMEWORKS,MAT
6634,MALCODE MALWARE   WEB BASED ATTACKS   FILE LOCATION INSPECTION,MAT
6635,MALCODE MALWARE   WEB BASED ATTACKS   HOSTS FILES AND,OSV
6636,MALCODE MALWARE   WEB BASED ATTACKS   IM  INSTANT MESSAGING ,MAT;WAM
6637,MALCODE MALWARE   WEB BASED ATTACKS   INFECTED FACTORY BUILDS,MAT
6638,MALCODE MALWARE   WEB BASED ATTACKS   IRC,MAT
6639,MALCODE MALWARE   WEB BASED ATTACKS   P2P NETWORKS,MAT
6640,MALCODE MALWARE   WEB BASED ATTACKS   POP UPS,WAM
6641,MALCODE MALWARE   WEB BASED ATTACKS   PROCESS INSPECTION,OSV
6642,MALCODE MALWARE   WEB BASED ATTACKS   REMOTE SITE TESTING,MAT
6643,MALCODE MALWARE   WEB BASED ATTACKS   ROGUE PRODUCTS,MAT
6644,MALCODE MALWARE   WEB BASED ATTACKS   SANDBOX SOLUTIONS,MAT
6645,MALCODE MALWARE   WEB BASED ATTACKS   STATIC FILE ANALYSIS,MAT
6646,MALCODE MALWARE   WEB BASED ATTACKS   VIRTUALIZED ENVIRONMENTS TESTING,MAT
6647,MALCODE MALWARE   WEB BASED ATTACKS   WINDOWS REGISTRY INSPECTION,SO
6648,MALCODE MALWARE   WEB BASED ATTACKS   XSS,SS
6649,MALCODE MALWARE   WEB BASED ATTACKS   ZERO DAY EXPLOITS,MAT
6650,MALCODE MALWARE   WILDLIST,MAT
6651,MALCODE MALWARE   WINDOWS ROOTKIT,MAT
6652,MALCODE MALWARE   WORMS,MAT
6653,MALCODE MALWARE   WORMS   COUNTERMEASURES,MAT
6654,MALCODE MALWARE   ZIP FILES,MAT
6655,MALFORMED PATH,WAM
6656,MALFORMED STRING,SSL
6657,MALICIOUS ACTIVITIES,MAT;AB;SO;NS
6658,MALICIOUS ACTIVITIES BY MALWARE,MAT
6659,MALICIOUS ACTIVITY,MAT
6660,MALICIOUS ACTIVITY COUNTERMEASURES,MAT
6661,MALICIOUS ATTACHMENTS,AB
6662,MALICIOUS BROWSER EXTENSIONS,MAT
6663,MALICIOUS CODE,MAT
6664,MALICIOUS CODE COUNTERMEASURES,MAT
6665,MALICIOUS DECISION,SO
6666,MALICIOUS DOMAIN,SO
6667,MALICIOUS EXTENSIONS,OSV
6668,MALICIOUS INTENT,DSS
6669,MALICIOUS OPERATIONS,AB
6670,MALICIOUS SCRIPT,WAM
6671,MALICIOUS SIGNAL,CPS
6672,MALICIOUS TRAFFIC,CPS;NS
6673,MALVERTISEMENT,AB
6674,MALWARE,INTRO;HS;NS;MAT;CPS;HF;DSS;WAM;LR;OSV;AAA;AB;SO;F
6675,MALWARE   ASSURANCE,MAT
6676,MALWARE   CONTROL,MAT
6677,MALWARE   PROTECTION,MAT
6678,MALWARE   TYPES,MAT
6679,MALWARE ANALYSIS,LR;MAT;SO
6680,MALWARE AUTHOR,MAT
6681,MALWARE BINARY,MAT
6682,MALWARE CODE,MAT;SO
6683,MALWARE DELIVERY,AB
6684,MALWARE DETECTION,MAT
6685,MALWARE DISTRIBUTION METHODS,MAT
6686,MALWARE DOWNLOAD,MAT
6687,MALWARE FAMILIES,MAT
6688,MALWARE INFECTION SITES,MAT
6689,MALWARE INFORMATION SHARING PLATFORM,SO
6690,MALWARE INTERROGATION,MAT
6691,MALWARE KIT,MAT
6692,MALWARE LIFECYCLE,MAT
6693,MALWARE RESPONSE,MAT
6694,MALWARE SAMPLE,MAT
6695,MALWARE SERVER,MAT
6696,MALWARE SYMBIOSIS,AB
6697,MALWARE TAXONOMY,MAT
6698,MAN  METROPOLITAN AREA NETWORK ,NS
6699,MAN LEFT IN THE MIDDLE ATTACK METHOD,MAT;WAM
6700,MAN HOUR PLANNING ESTIMATES,RMG;SO
6701,MAN IN THE BROWSER ATTACK,MAT
6702,MAN IN THE MIDDLE,NS
6703,MAN IN THE MIDDLE ATTACK,AC;PLS;C;NS;POR;SSL;DSS;WAM
6704,MAN IN THE MIDDLE ATTACK  MITM ,MAT
6705,MAN IN THE MIDDLE ATTACKS,NS
6706,MAN MADE THREATS,AB
6707,MANAGE BY GROUPS NOT BY INDIVIDUAL ACCOUNTS,AAA
6708,MANAGE EMAIL SECURITY,AAA
6709,MANAGE NETWORK ACCESS CONTROLS,AAA
6710,MANAGE NETWORK SECURITY,NS
6711,MANAGE SECURITY FINDINGS,SSL
6712,MANAGE THE ARCHITECTURE: ASSET MANAGEMENT AND CONFIGURATION CONTROL,SO
6713,MANAGE THE IDENTITY AND ACCESS PROVISIONING LIFECYCLE,AAA
6714,MANAGE THE SECURITY RISK OF USING THIRD PARTY COMPONENTS,SSL
6715,MANAGED SECURITY SERVICES PROVIDER,SO
6716,MANAGEMENT,RMG;OSV;FM;SO;SSL;LR;WAM
6717,MANAGEMENT COMPONENTS,RMG
6718,MANAGEMENT COMPONENTS FOR INFORMATION SECURITY FRAMEWORK,SO
6719,MANAGEMENT CONTROLS,RMG
6720,MANAGEMENT ENGINE,OSV
6721,MANAGEMENT FRAMEWORK,RMG
6722,MANAGEMENT MODEL   HIERARCHICAL DATABASE,OSV
6723,MANAGEMENT MODEL   NETWORK DATABASE,OSV
6724,MANAGEMENT MODEL   RELATIONAL DATABASE,OSV
6725,MANAGEMENT OF SECURITY TECHNOLOGY,SO
6726,MANAGEMENT REVIEW AND APPROVAL,RMG
6727,MANAGEMENT SUPPORT,RMG
6728,MANAGEMENT SUPPORT   FOR INCIDENT MANAGEMENT,SO
6729,MANAGEMENT SUPPORT   FOR INFORMATION SECURITY,RMG
6730,MANAGEMENT SUPPORT TECHNOLOGIES,SO
6731,MANAGERIAL CONTROLS,RMG
6732,MANAGERIAL CONTROLS   GUIDELINES,RMG
6733,MANAGERIAL CONTROLS   POLICY DOCUMENTS,RMG
6734,MANAGERIAL CONTROLS   POLICY LIFECYCLE,RMG
6735,MANAGERIAL CONTROLS   PROCEDURES,RMG
6736,MANAGERIAL CONTROLS   STANDARDS,RMG
6737,MANAGING AND CONTROLLING ACCESS TO INFORMATION RESOURCES,RMG
6738,MANAGING PUBLIC KEYS AND PUBLIC KEY INFRASTRUCTURE.,AC
6739,MANAGING SCAN RESULTS,SO
6740,MANCHESTER CODE,PLS
6741,MANDATED DISCLOSURE,LR
6742,MANDATORY   ACCESS CONTROL  MAC ,AAA
6743,MANDATORY ACCESS CONTROL,SSL;OSV;AAA
6744,MANDATORY ACCESS CONTROL  MAC ,AAA
6745,MANDATORY ACCESS CONTROLS,OSV;AAA
6746,MANDATORY ACCESS CONTROLS  MAC ,AAA
6747,MANDATORY ACCESS CONTROLS  MACS ,AAA
6748,MANDATORY AUTHORITY,LR
6749,MANDATORY DISCRETIONARY AND NONDISCRETIONARY,AAA
6750,MANDATORY REPORTING AND DISCLOSURE,SO
6751,MANIPULATION,RMG;HS;PLS;FM;NS;POR;MAT;SSL;HF;DSS;WAM;SS;CPS;F
6752,MANIPULATION TECHNIQUES,HF
6753,MANUAL ACTIVITY,SO
6754,MANUAL CODE REVIEW,SSL
6755,MANUAL PENETRATION TESTING,SSL
6756,MANUFACTURER USAGE DESCRIPTION,CPS;SSL
6757,MANUFACTURING,AC;PLS;NS;CPS;LR
6758,MANUFACTURING MESSAGING SERVICE  MMS ,NS
6759,MANUFACTURING SHOP FLOOR,RMG
6760,MAPE K,SO
6761,MARGIN OF ERROR,CPS
6762,MARGRAVE,FM
6763,MARITIME ENFORCEMENT,LR
6764,MARKET MODELS,HF
6765,MARKETABILITY,RMG
6766,MARKING,AAA;SO
6767,MARKING AND LABELING,AAA
6768,MARKOV ANALYSIS,RMG
6769,MARKOV CHAINS,FM
6770,MARKOV DECISION PROCESSES,FM
6771,MAROOCHY WATER SERVICES,AB
6772,MARRIOTT INTERNATIONAL INC,LR
6773,MASKABLE INTERRUPT,OSV
6774,MASKING,HS;SO
6775,MASQUERADERS,AB
6776,MASQUERADING,DSS;NS
6777,MASS SURVEILLANCE,LR
6778,MASSIVE MULTIPLAYER ONLINE GAMES,DSS
6779,MASTER BOOT RECORD,OSV;AB
6780,MASTER FILE,NS
6781,MASTER PASSWORD,F
6782,MASTER SECRET,AC
6783,MATERIAL INTEGRITY,CPS
6784,MATHEMATICAL OBJECT,FM
6785,MATHEMATICS,INTRO;AC;PLS;HS;C;FM;DSS;LR;SS
6786,MATRIX,RMG;OSV;C
6787,MATRIX OF LOSS SCENARIOS,SO
6788,MATTERS CLASSIFIED AS SECRET BY A STATE,LR
6789,MATURITY MODEL ASSESSMENT AND IMPROVEMENT TECHNIQUES,SSL
6790,MATURITY MODEL SUMMARY,SSL
6791,MATURITY MODEL'S,SSL
6792,MAUDE NPA,FM
6793,MAXIMUM TOLERABLE DOWNTIME,SO
6794,MAXIMUM TOLERABLE OUTAGE,SO
6795,MAXIMUM TOLERABLE OUTAGE   AND INCIDENT RESPONSE,SO
6796,MAXIMUM TOLERABLE OUTAGE   AS BASIS FOR RECOVERY SITE SELECTION,SO
6797,MAXIMUM TOLERABLE OUTAGE   DEFINED,SO
6798,MAXIMUM TOLERABLE OUTAGE   IN INFORMATION RISK MANAGEMENT,RMG
6799,MAXIMUM TRANSMISSION UNIT,NS
6800,MBR  MASTER BOOT RECORD ,OSV
6801,MD  MESSAGE DIGEST  2 4 AND 5,C
6802,MD4,C
6803,MD5,AC;F;NS
6804,MD5 MESSAGE DIGEST ALGORITHM,C
6805,MEAN TIME   BETWEEN FAILURES  MTBF ,SO
6806,MEAN TIME   TO REPAIR  MTTR ,SO
6807,MEAN TIME TO CONTAIN,SSL
6808,MEAN TIME TO IDENTIFY,SSL
6809,MEASURABLE,RMG
6810,MEASURED SERVICE,DSS
6811,MEASUREMENT   OF COMPLIANCE,RMG;HF
6812,MEASUREMENT   OF INFORMATION SECURITY MANAGEMENT PERFORMANCE,SO
6813,MEASUREMENT   OF INFORMATION SECURITY RISK AND LOSS,SO
6814,MEASUREMENT   OF MANAGEMENT FRAMEWORK AND RESOURCES,RMG
6815,MEASUREMENT   OF MONITORING AND COMMUNICATION,SO
6816,MEASUREMENT   OF ORGANIZATIONAL AWARENESS,HF
6817,MEASUREMENT   OF PERFORMANCE IN INCIDENT MANAGEMENT,SO
6818,MEASUREMENT   OF SECURITY COST EFFECTIVENESS,RMG
6819,MEASUREMENT   OF TECHNICAL SECURITY ARCHITECTURE,SO
6820,MEASUREMENT ACQUISITION,PLS
6821,MEASURES OF IMPACT,SO
6822,MEASURING COMPLIANCE,RMG
6823,MEASURING EFFECTIVENESS OF MANAGEMENT FRAMEWORK AND RESOURCES,RMG
6824,MEASURING EFFECTIVENESS OF TECHNICAL SECURITY ARCHITECTURE,SO
6825,MEASURING HARDWARE SECURITY,HS
6826,MEASURING INFORMATION SECURITY MANAGEMENT PERFORMANCE,SO
6827,MEASURING INFORMATION SECURITY RISK AND LOSS,SO
6828,MEASURING OPERATIONAL PERFORMANCE,SO
6829,MEASURING OPERATIONAL PRODUCTIVITY,SO
6830,MEASURING ORGANIZATIONAL AWARENESS,RMG
6831,MEASURING SECURITY COST EFFECTIVENESS,SO
6832,MEASURING SUPPORT OF ORGANIZATIONAL OBJECTIVES,RMG
6833,MEBROOT,AB
6834,MEDIA   ACCESS CONTROL  MAC ,AAA
6835,MEDIA   REMOVABLE,OSV
6836,MEDIA ACCESS CONTROL  MAC ,C
6837,MEDIA ACCESS CONTROL ADDRESS  MAC ADDRESS ,NS
6838,MEDIA FILES,WAM
6839,MEDIA INCIDENT RESPONSE AND,SO
6840,MEDIA PRESSURE,SO
6841,MEDIA RECONSTRUCTION  INSURANCE COVERAGE ,SO
6842,MEDIA REPORTS,SO
6843,MEDIA STREAMING,DSS
6844,MEDIA TRANSPORTATION  INSURANCE COVERAGE ,SO
6845,MEDIATION,OSV;CPS;SSL;F
6846,MEDICAL DATA,CPS
6847,MEDICAL DEVICES,CPS
6848,MEDICAL EQUIPMENT,CPS
6849,MEDICAL SERVICE,POR
6850,MEDICAL TREATMENT,LR
6851,MEET IN THE MIDDLE,C
6852,MEET IN THE MIDDLE ATTACK,C
6853,MEGAMOS ALGORITHM,LR
6854,MEGAMOS CRYPTO CASE,LR
6855,MELTDOWN,SSL;OSV;HS
6856,MEMBER STATE,LR
6857,MEMBERSHIP,LR
6858,MEMORANDA OF AGREEMENT   INITIATION OF,SO
6859,MEMORY   PROTECTION,OSV
6860,MEMORY ACCESS,SS;AC;OSV;AAA;FM
6861,MEMORY ADDRESS SPACE,SS
6862,MEMORY ALIASING,SS
6863,MEMORY ALLOCATION,SS
6864,MEMORY ANALYSIS,F
6865,MEMORY AND STORAGE,OSV
6866,MEMORY BOOKKEEPING,OSV
6867,MEMORY CELL,SS;FM
6868,MEMORY CHIP,F
6869,MEMORY CORRUPTION,OSV;SSL;FM
6870,MEMORY CORRUPTION  HARDWARE ,OSV
6871,MEMORY DEDUPLICATION,OSV
6872,MEMORY DUMP,F
6873,MEMORY ERROR EXPLOITS,OSV
6874,MEMORY ERRORS,OSV;FM
6875,MEMORY ERRORS  SOFTWARE ,OSV
6876,MEMORY HEAP,OSV
6877,MEMORY ISOLATION,OSV
6878,MEMORY LAYOUT,SS
6879,MEMORY MANAGEMENT,SS
6880,MEMORY MANAGEMENT MITIGATIONS,SS
6881,MEMORY MANAGEMENT UNIT,OSV
6882,MEMORY MANAGEMENT VULNERABILITIES,SS
6883,MEMORY PAGE,OSV
6884,MEMORY PROTECTION,OSV;HS
6885,MEMORY PROTECTION AND ADDRESS SPACES,OSV
6886,MEMORY PROTECTION EXTENSIONS,OSV
6887,MEMORY PROTECTION UNIT,OSV
6888,MEMORY SAFE LANGUAGE,SS
6889,MEMORY SAFETY,OSV;FMS;FM;WAM
6890,MEMORY SHARING,AC;MAT
6891,MEMORY SNAPSHOT,F
6892,MEMORY STACK,OSV
6893,MEMORY TAGGING EXTENSIONS,OSV
6894,MEMORY UNSAFE LANGUAGE,SS
6895,MEMORY BASED ROOTKITS,MAT
6896,MEMORY RESIDENT,MAT
6897,MEMORY RESIDENT MALWARE,MAT
6898,MENTAL MODELS,AC;HF
6899,MENTAL MODELS OF CYBER RISKS AND DEFENCES,HF
6900,MENTAL WORKLOAD,HF
6901,MERKEL DAMGARD CONSTRUCTION,C
6902,MERKLE HASH TREES,OSV
6903,MERKLE TREE,OSV;C
6904,MESH TOPOLOGY,NS
6905,MESSAGE   AUTHENTICATION CODE  MAC ,C
6906,MESSAGE   CONFIDENTIAL,C
6907,MESSAGE   CONFIDENTIAL    PROOF OF ORIGIN,C
6908,MESSAGE   DIGESTS,C
6909,MESSAGE   INTEGRITY CONTROLS  MICS ,C
6910,MESSAGE   OPEN,C
6911,MESSAGE   ORIENTED TEXT INTERCHANGE STANDARD  MOTIS ,NS
6912,MESSAGE AUTHENTICATION CODE,AC;HS;C;FM;NS;POR;AAA
6913,MESSAGE AUTHENTICATION CODE MAC  SCHEMES,AC
6914,MESSAGE AUTHENTICATION CODES,C
6915,MESSAGE AUTHENTICATION BASED PROTOCOLS,C
6916,MESSAGE DELIVERY,DSS;NS
